X,A1,A3,A1gf,760006_A,A1ee,3804_A,70045_A,3283_A,A1gc,3528_A,A1du,A1g,364485_A,922_A,1767146_A,72388_A,969_A,1438_A,73416_A,7561_A,33881_A,A3w,76466_A,363131_A,3177_A,6772_A,9434_A,2058_A,B1,C3ae,C3f,C3bj,C3,C3p,C3g,C3k,55_C,C3ch,C21,152_C,C3gj,C3in,C21.12,38_C,48_C,C3io,53_C,236_C,44_C,925363_C,62_C,C3il,C3im,C3.10,C3gl,47_C,C3hv,181_C,397_C,C3fj,54_C,240_C,C3.11,33161_C,33162_C,169_C,56_C,66_C,140_C,69_C,63351_C,76_C,C3b,C3cp,C3.9,65_C,884538_C,33164_C,70_C,891932_C,237_C,39_C,1778091_C,33171_C,C116,33163_C,C3h,418_C,46445_C,42_C,33180_C,1778086_C,756765_C,C3fv,241_C,51_C,288_C,243_C,34_C,46449_C,32995_C,1500390_C,920736_C,64_C,75_C,744202_C,144_C,67_C,238_C,61_C,1778090_C,931204_C,68_C,915532_C,1004567_C,45_C,174_C,1778087_C,178_C,C116i,1778089_C,399_C,401_C,1778085_C,744126_C,1778093_C,1778095_C,915536_C,1778082_C,49_C,1778094_C,1778083_C,918332_C,924760_C,915370_C,33097_C,1778088_C,290_C,1500999_C,1778097_C,50_C,921509_C,928011_C,917448_C,1778096_C,1501479_C,293_C,1778084_C,33179_C,917792_C,32946_C,921522_C,1778092_C,917067_C,1768442_C,747180_C,471_C
308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670,94,227,128,128,0,59,28,10,16,11,11,0,14,10,0,0,30,0,0,0,23,0,0,0,0,0,0,11,0,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3363,161,516,232,190,0,156,77,0,53,54,0,0,0,0,0,0,46,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,33,40,0,0,0,0,40,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925,101,262,130,112,0,59,41,0,18,31,0,0,0,0,0,0,21,0,0,0,19,0,0,0,0,0,0,14,0,0,0,0,0,24,17,0,0,0,0,12,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4236,238,545,233,268,0,131,105,0,42,68,0,0,35,37,26,0,49,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,47,52,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5225,455,800,252,383,0,266,132,0,70,76,0,0,0,34,47,0,58,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,47,0,0,0,0,0,0,0,47,0,0,0,0,0,40,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2059,73,301,135,110,0,72,42,0,22,29,26,0,13,15,12,0,28,0,0,0,0,0,0,20,0,0,0,0,0,13,21,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2906,323,534,208,153,0,124,69,0,35,66,26,0,28,25,19,0,32,0,0,0,35,0,0,0,0,0,0,20,0,0,0,0,0,0,28,0,0,0,0,38,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5838,579,1230,555,338,0,265,127,0,80,91,72,0,69,62,0,0,54,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,63,80,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2043,147,330,157,136,0,67,37,0,33,51,0,0,0,0,0,0,17,0,0,0,0,0,0,13,21,0,0,0,0,0,0,14,0,30,24,0,17,0,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552,194,444,114,143,0,120,44,0,26,45,23,0,0,24,0,0,35,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,32,22,0,0,0,0,44,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2459,181,424,201,133,0,98,45,0,24,60,43,0,26,0,0,0,18,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,33,32,0,0,0,0,26,0,0,26,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4548,331,792,368,238,0,167,91,0,58,108,50,0,41,34,0,0,63,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,71,51,0,0,0,0,31,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,71,134,58,43,0,24,18,0,7,15,5,0,6,0,0,0,11,0,0,0,0,0,0,7,0,0,0,7,0,5,0,0,0,20,9,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3237,227,518,200,163,0,165,59,0,32,64,34,0,41,26,0,0,46,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,49,51,0,0,0,0,30,0,0,0,0,0,0,0,30,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2326,226,467,217,122,0,135,60,20,36,42,44,0,37,16,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,31,30,0,16,0,0,19,16,0,0,0,0,0,0,16,0,0,0,0,0,24,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643,150,305,165,114,0,70,36,0,27,41,19,0,22,12,0,0,27,0,0,0,26,0,0,19,11,0,0,13,0,0,0,0,0,15,0,0,11,0,0,0,13,0,0,13,0,0,0,0,12,0,0,0,0,0,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2537,249,549,269,147,0,136,68,0,37,56,36,0,25,30,0,0,50,0,0,0,37,0,0,0,0,0,19,0,0,0,0,0,19,34,28,0,0,0,0,19,0,0,41,0,0,0,0,20,0,0,0,0,0,0,0,29,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268,103,219,106,72,0,65,32,0,20,22,11,0,15,16,0,0,17,0,0,0,0,0,0,0,9,0,9,0,0,0,8,10,0,0,16,0,9,9,0,0,0,13,8,10,9,0,0,10,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4109,255,592,506,172,0,161,86,0,82,73,81,0,48,0,0,0,62,0,0,0,68,0,0,0,0,0,27,0,0,0,0,0,0,34,43,0,0,37,0,0,33,0,49,0,28,0,0,50,0,0,0,0,0,39,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239,172,205,77,63,0,60,21,0,11,22,12,0,21,8,0,0,9,0,0,0,14,0,0,0,0,0,0,0,0,0,0,10,8,18,13,10,0,0,11,16,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2727,239,459,249,140,33,100,61,0,40,72,41,0,27,25,0,69,34,51,22,0,0,0,0,25,22,0,0,0,0,0,0,0,0,20,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1238,84,217,140,75,0,56,37,0,23,27,12,0,14,15,0,0,22,0,0,0,22,0,0,8,0,0,0,12,0,0,8,11,10,0,23,0,0,0,0,0,0,0,8,11,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1458,138,231,103,82,0,58,38,0,23,23,15,0,15,14,10,0,25,0,0,0,24,0,0,14,13,0,0,10,0,12,0,0,0,22,21,0,0,10,0,11,0,12,0,10,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1127,107,156,112,55,0,51,23,30,12,29,13,0,20,18,0,0,20,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,7,8,0,0,0,0,0,0,10,8,7,12,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2051,174,387,232,121,0,94,52,0,41,53,47,0,35,30,16,0,34,0,0,0,0,0,0,0,18,0,0,0,0,17,19,0,19,23,30,0,0,0,0,0,0,22,0,0,16,19,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3176,619,571,244,203,0,133,123,50,57,63,60,0,24,60,51,0,49,0,45,0,0,0,0,33,0,37,42,0,0,34,0,0,28,0,0,46,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,144,307,169,67,0,71,30,0,38,28,18,0,25,0,0,0,41,0,0,0,29,0,0,14,0,0,19,14,0,0,0,0,0,23,16,0,0,12,0,0,0,17,0,13,0,0,0,19,12,0,0,0,0,18,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,116,139,62,48,0,29,21,0,21,27,16,0,0,10,0,0,13,0,0,0,11,0,0,9,0,0,0,7,0,7,11,0,0,16,13,0,0,9,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093,111,176,122,73,0,45,34,0,19,26,17,0,18,0,0,0,17,0,0,0,28,0,0,0,9,0,0,12,0,15,8,8,11,19,17,0,0,0,0,0,0,0,9,0,8,7,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858,96,149,72,53,0,34,19,0,16,34,15,0,6,0,11,0,9,0,0,0,22,0,0,10,0,0,10,11,0,7,11,9,7,7,10,0,11,12,0,6,0,7,0,7,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501,433,303,166,193,0,67,54,67,47,32,42,0,43,23,30,0,0,0,39,0,0,0,0,16,14,15,14,0,0,0,0,20,0,0,0,18,0,28,17,0,13,15,23,23,21,14,0,0,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,190,100,48,64,0,21,12,19,9,22,7,0,9,14,28,0,8,0,12,0,0,0,0,6,5,0,4,6,0,5,0,5,5,0,0,7,5,4,0,0,0,8,10,4,6,4,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645,597,230,203,21,0,76,63,15,51,14,38,0,46,77,43,0,23,0,27,0,25,0,0,29,39,29,15,26,0,19,14,16,0,0,0,30,19,0,0,14,0,19,21,0,14,18,18,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,22,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,57,80,82,32,0,29,15,0,21,13,10,0,12,0,0,0,12,0,0,8,4,0,0,9,16,0,15,13,0,9,9,0,5,0,0,0,4,11,0,0,4,0,0,5,9,6,8,0,8,5,0,0,0,0,0,4,0,0,8,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
